segno	rttvar	srtt	rto
2378	13.1029	110.84	163.252
2407	9.88629	110.87	150.415
2435	9.61184	111.969	150.416
2463	10.0066	113.367	153.394
2491	10.4889	114.859	156.815
2524	10.652	116.252	158.86
2559	13.9945	113.249	169.227
2591	12.6102	112.192	162.633
2623	10.3664	111.738	153.203
2654	9.04731	112.374	148.563
2683	9.56456	113.763	152.022
2712	11.1085	115.731	160.165
2751	9.22005	115.287	152.167
2786	11.1463	113.171	157.756
2821	10.2804	112.211	153.332
2853	7.77113	112.241	143.326
2885	6.64883	112.651	139.247
2914	8.44645	114.381	148.167
2946	8.99138	115.71	151.675
2977	9.60992	117.143	155.582
3005	7.98878	116.752	148.707
3042	9.39642	115.05	152.635
3077	8.51514	114.316	148.376
3109	7.7894	115.017	146.175
3141	7.87812	116.035	147.548
3174	7.90614	117.034	148.659
3208	8.38113	118.26	151.784
3244	10.8469	115.979	159.367
3278	10.5371	114.778	156.927
3312	8.05601	114.702	146.926
3346	7.81524	115.588	146.849
3382	8.66621	116.991	151.656
3420	8.64207	118.062	152.63
3453	11.7119	115.447	162.295
3489	11.818	113.93	161.202
3523	9.116	113.803	150.268
3555	7.56241	114.166	144.416
3587	8.2462	115.453	148.438
3620	8.38996	116.556	150.116
3654	8.29421	117.557	150.734
3688	11.2307	115.052	159.975
3724	10.8548	113.836	157.255
3757	8.74013	113.536	148.497
3789	7.8564	114.187	145.613
3821	8.46711	115.475	149.343
3854	8.85727	116.728	152.157
3890	7.19626	117.005	145.79
3925	10.1643	114.621	155.278
3957	9.53595	113.665	151.809
3990	7.44781	113.813	143.604
4024	6.87366	114.457	141.951
4060	7.9525	115.855	147.665
4097	7.89413	116.82	148.397
4124	10.0273	114.767	154.876
4158	11.8219	112.616	159.904
4192	10.237	111.931	152.879
4224	8.21332	112.199	145.052
4256	8.74765	113.492	148.483
4287	10.0769	115.25	155.558
4323	10.0102	116.477	156.517
4358	13.9104	113.275	168.917
4392	13.6313	111.676	166.201
4425	11.4112	111.082	156.727
4457	9.11896	111.362	147.838
4487	9.46169	112.674	150.52
4519	9.89268	114.072	153.643
4553	9.92117	112.821	152.506
4582	7.46529	112.809	142.67
4617	7.29271	111.962	141.133
4650	5.5325	111.93	134.06
4683	5.70413	112.708	135.524
4713	7.44667	114.292	144.079
4748	8.42136	115.71	149.396
4785	8.29945	116.702	149.9
4820	10.6466	114.491	157.078
4856	10.8073	113.08	156.309
4889	9.32174	113.688	150.975
4923	7.2245	113.805	142.703
4954	8.49609	115.343	149.328
4987	8.75666	116.536	151.562
5019	9.89454	114.872	154.45
5055	11.5118	112.827	158.874
5089	9.94223	112.173	151.942
5121	8.20988	112.549	145.389
5153	8.19876	113.57	146.365
5184	9.66365	115.327	153.982
5218	10.1131	116.76	157.212
5249	9.7807	115.662	154.785
5286	10.9471	113.856	157.644
5321	8.90769	113.507	149.138
5355	7.18767	113.761	142.512
5387	6.88856	114.51	142.064
5419	7.53712	115.695	145.844
5453	8.00128	116.869	148.875
5495	7.42421	116.158	145.855
5528	9.27186	114.306	151.393
5560	8.63742	113.464	148.014
5594	6.75676	113.603	140.631
5628	7.16264	114.651	143.302
5663	9.21479	116.572	153.432
5700	9.38904	117.811	155.368
5737	8.2085	118.395	151.229
5768	10.8911	116.027	159.592
5802	10.6187	114.802	157.277
5834	8.56232	115.101	149.351
5866	7.69904	115.74	146.536
5902	8.72823	117.217	152.13
5940	8.24657	118.067	151.053
5977	13.0957	114.612	166.994
6011	12.8804	113.082	164.604
6044	9.8231	113.001	152.293
6076	8.65342	113.644	148.258
6108	9.47822	115.138	153.051
6141	9.51479	116.341	154.4
6175	9.39348	117.47	155.044
6214	7.95432	117.015	148.833
6245	8.84824	115.574	150.967
6281	8.23456	114.775	147.713
6314	6.44926	114.912	140.709
6345	6.37091	115.679	141.162
6377	7.16402	116.871	145.528
6410	7.21963	117.795	146.673
6444	10.4826	115.261	157.191
6479	10.5031	113.94	155.953
6513	8.13365	113.812	146.347
6547	6.97729	114.251	142.16
6582	7.5993	115.434	145.831
6616	8.99221	117.08	153.049
6654	7.88349	117.65	149.184
6692	7.33796	118.363	147.714
6731	7.59895	119.41	149.806
6768	10.3541	117.083	158.499
6802	12.6577	114.637	165.268
6838	11.4011	113.683	159.287
6874	8.6976	113.756	148.547
6909	7.89338	114.441	146.015
6944	8.83227	115.897	151.226
6983	9.03544	117.103	153.245
7020	12.9027	114.04	165.651
7055	12.5459	112.606	162.789
7090	10.5894	112.016	154.373
7124	8.16511	112.127	144.788
7155	8.33636	113.233	146.579
7188	9.58472	114.9	153.238
7222	10.1319	116.371	156.899
7255	10.831	114.755	158.079
7289	10.8762	113.379	156.884
7324	9.54968	112.682	150.881
7359	7.62515	112.451	142.952
7392	7.56148	113.372	143.618
7424	8.33884	114.706	148.062
7458	8.21833	115.688	148.562
7493	8.83802	117.025	152.378
7531	12.319	114.18	163.456
7566	12.4262	112.587	162.292
7599	10.0473	112.223	152.412
7632	8.6429	112.777	147.348
7663	8.99442	114.033	150.01
7696	9.77616	115.548	154.653
7733	10.1239	116.944	157.44
7770	13.6186	113.931	168.405
7804	12.9098	112.583	164.222
7838	10.3449	112.252	153.632
7869	8.84244	112.794	148.163
7899	9.59811	114.277	152.669
7932	10.2822	115.819	156.947
7968	10.7227	117.324	160.215
7998	11.4957	115.597	161.58
8033	15.5905	112.113	174.475
8066	15.5162	110.201	172.266
8097	12.9228	109.558	161.25
8128	10.929	110.177	153.893
8161	10.9875	111.572	155.522
8195	12.1892	113.547	162.304
8231	12.4462	115.199	164.984
8267	14.7101	112.511	171.351
8301	13.7096	111.172	166.011
8333	10.6324	110.997	153.527
8363	9.73834	111.879	150.833
8393	10.3054	113.38	154.602
8425	10.574	114.803	157.099
8462	10.8123	116.244	159.493
8497	13.3659	113.615	167.079
8530	15.98	110.637	174.557
8560	14.8256	109.217	168.519
8591	12.482	108.536	158.464
8620	10.9157	109.313	152.976
8649	11.453	110.946	156.758
8677	12.2685	112.785	161.859
8707	12.2148	114.292	163.151
8729	9.70103	114.562	153.366
8755	9.40385	115.626	153.241
8781	9.59883	116.899	155.294
8809	9.47356	118.036	155.93
8846	14.3594	114.409	171.847
8878	14.3721	112.608	170.096
8915	14.8275	110.584	169.894
8948	12.3934	109.947	159.521
8982	9.51892	109.835	147.911
9016	9.16196	110.847	147.495
9049	9.64896	112.235	150.831
9080	11.1382	114.186	158.739
9110	9.71486	113.506	152.365
9139	7.716	113.721	144.585
9167	7.89587	114.775	146.358
9196	8.83934	116.234	151.591
9225	9.00864	117.423	153.458
9260	11.2485	115.177	160.171
9292	11.061	113.865	158.109
9325	9.36427	113.331	150.788
9356	8.21977	113.929	146.808
9388	8.80042	115.247	150.448
9420	9.41852	116.656	154.33
9448	8.14481	116.115	148.695
9485	10.1268	114.106	154.613
9519	8.53502	113.636	147.776
9552	6.53917	113.705	139.862
9583	7.11961	114.813	143.291
9617	8.49304	116.39	150.362
9652	9.49846	117.954	155.948
9681	12.5569	115.237	165.465
9712	11.6318	114.13	160.657
9745	9.12517	113.93	150.43
9779	7.69428	114.355	145.132
9813	8.5555	115.747	149.969
9850	7.35394	116.216	145.632
9886	8.00248	114.972	146.982
9912	6.64104	115.292	141.856
9941	6.9602	116.282	144.122
9973	8.13329	117.738	150.271
10007	6.43431	117.905	143.643
10039	9.78194	115.427	154.555
10072	9.63663	114.277	152.824
10104	8.06714	113.857	146.126
10133	7.7644	114.714	145.772
10163	8.67122	116.138	150.823
10193	9.59397	117.684	156.06
10224	9.91392	119.043	158.699
