time	rtt	rto
68.0109	67.9447	203.834
136.232	68.1184	170.057
137.045	68.6691	145.325
202.283	65.9608	127.839
205.086	68.5026	113.626
213.283	76.1687	111.513
214.247	76.9246	109.873
268.655	66.2783	103.069
272.122	69.4879	94.6952
275.674	70.4952	89.5455
276.815	71.4456	86.6399
288.075	74.7194	87.9413
290.362	76.8253	90.7513
292.957	78.6589	94.2229
295.154	80.6929	98.3031
337.205	68.4276	96.2371
338.25	69.1928	93.3428
348.24	76.0237	92.3585
349.924	77.5151	92.88
354.652	78.8859	94.2842
356.894	80.9321	97.0265
360.432	83.5648	101.285
362.033	84.999	105.139
383.638	95.5024	118.856
385.951	97.7348	129.639
387.857	97.4016	135.343
390.175	99.6366	140.415
392.872	99.7915	142.644
395.108	101.903	145.142
396.479	101.231	144.675
398.754	103.303	145.341
415.19	77.8935	144.679
417.494	80.1175	140.211
424.526	86.2236	130.058
426.928	88.5566	119.984
443.281	94.944	119.108
446.388	97.9613	121.172
447.82	97.8407	121.666
450.338	100.29	124.001
457.239	102.509	127.288
459.977	105.167	131.662
462.181	105.224	133.768
464.607	107.579	136.908
467.268	106.753	137.122
470.216	109.623	139.542
471.164	109.061	139.564
474.569	112.382	142.361
534.463	63.2049	167.105
537.345	62.7021	180.536
537.599	62.8798	185.513
597.621	63.0251	184.819
600.896	63.4775	180.162
601.835	64.1996	172.827
603.326	65.6152	163.381
661.346	63.5695	155.917
666.526	65.5611	146.389
668.404	66.5187	136.774
668.618	65.1956	129.425
724.667	63.2236	124.321
725.562	64.0392	118.349
731.656	65.0092	111.884
731.913	63.4183	107.568
732.404	63.7297	103.084
787.884	63.0926	99.4686
788.069	62.4307	96.5385
790.185	64.4398	91.7919
794.098	62.3192	89.6776
795.278	63.3039	86.5736
797.547	65.0882	82.2481
853.269	65.2926	78.6944
853.455	65.3416	75.9007
855.277	65.0226	74.0164
857.462	67.1324	73.573
858.986	64.7891	72.5758
861.243	65.9078	71.0718
865.241	67.6173	71.8465
919.985	66.6219	71.103
920.171	66.6751	70.5349
920.93	65.5285	69.967
923.247	65.6633	69.3376
926.326	67.2163	69.8623
927.639	68.4091	71.4657
931.644	70.3211	74.5736
933.084	67.7495	73.587
983.296	63.2174	75.2838
983.491	63.281	75.9645
985.934	64.9514	74.5534
988.224	64.9004	73.3718
990.841	64.4217	72.7505
992.572	64.8812	71.6805
995.258	67.5042	72.3208
997.059	65.3179	71.1346
1000.22	67.0384	71.2318
1045.76	62.3703	73.0067
1046.62	63.0907	73.2087
1048.14	62.131	73.8648
1055.4	67.0775	74.1649
1055.56	64.629	72.2889
1057.88	65.216	70.6886
1058.96	63.6052	70.541
1062.36	65.2009	69.4975
1064.35	67.112	70.8285
1067.4	67.0978	71.5697
1109.11	63.2737	71.9146
1111.67	64.9955	70.3644
1111.94	63.7046	70.3088
1118.87	63.3974	70.3347
1123.21	67.6048	72.1401
1123.4	65.4152	70.7199
1125.36	66.3113	70.6303
1126.82	64.2938	70.1768
1128.68	64.2724	69.7141
1130.89	66.4066	70.065
1134.9	67.4038	71.3028
1172.44	63.2284	71.8406
1177.57	65.7772	70.8152
1181.66	69.6517	74.3436
1181.86	62.8917	74.7889
