time	rtt	rto
73.8073	73.7384	221.215
140.73	66.7121	190.494
146.83	72.5253	161.378
205.156	64.3064	146.686
205.672	64.5455	134.261
217.188	70.2357	118.949
218.555	71.3309	107.53
268.351	63.0751	105.158
268.581	63.0295	102.326
275.67	69.9368	95.0322
276.938	71.127	90.8004
293.31	76.0017	92.8925
296.19	78.616	96.6788
299.073	80.427	100.636
300.046	81.2092	103.482
330.371	61.9298	106.118
330.587	62.0662	106.348
333.301	64.681	102.827
334.897	66.2266	97.9717
346.488	70.7236	92.1716
348.828	72.9861	90.2404
351.227	74.2375	89.8417
354.719	77.6589	92.9414
383.742	90.3405	108.765
386.27	92.7849	121.323
388.417	92.1025	127.905
390.684	94.2863	133.562
393.226	94.0738	135.808
395.303	96.0825	138.238
398.026	97.9037	140.564
400.257	100.032	143.152
402.443	71.9854	142.602
405.888	75.3614	137.08
407.839	77.2171	129.904
410.106	79.4421	121.602
412.301	78.925	115.288
414.569	81.1279	108.081
417.376	82.4151	101.884
419.739	84.7084	99.7882
440.409	93.8486	108.225
442.101	95.4726	115.139
444.258	95.3582	118.933
446.673	97.7069	123.328
449.864	98.5667	126.38
451.241	99.8746	128.984
454.248	99.4427	129.298
455.929	101.054	130.384
514.592	130.773	163.613
516.479	132.591	186.439
518.851	132.501	199.635
521.547	135.132	209.156
523.433	134.922	212.856
526.077	137.468	215.711
528.068	137.296	214.947
530.384	139.545	214.55
532.666	139.322	211.694
535.159	141.712	210.247
537.568	142.265	207.777
539.681	144.357	206.463
542.242	144.148	203.425
544.308	146.145	201.825
546.645	146.301	199.211
549.776	149.362	199.286
551.508	148.951	197.312
553.598	150.955	196.76
556.015	150.012	193.905
558.31	152.217	193.141
644.457	83.77	231.936
646.787	83.7913	252.747
649.128	83.7891	261.126
652.436	83.9532	260.939
653.718	83.7314	255.48
656.732	86.6718	243.957
659.444	86.0367	232.036
661.222	86.3214	219.401
663.209	85.1657	207.962
665.513	84.6337	197.083
667.962	86.327	184.948
671.591	87.6564	172.74
672.41	85.9387	163.572
708.378	63.8465	174.46
709.585	62.7397	179.117
712.424	63.2358	178.103
712.611	63.363	173.736
715.292	62.7844	167.927
716.904	63.1219	160.535
720.734	63.8637	151.99
722.277	62.7094	144.638
725.334	64.0075	136.118
728.297	64.9896	127.413
729.429	63.8106	120.782
732.255	64.2122	114.298
733.59	61.8965	110.505
736.971	65.1859	103.618
737.569	65.0928	97.9786
772.194	63.7221	94.4497
774.937	65.3037	89.7897
776.809	64.2895	86.8538
778.069	65.4154	83.2368
778.845	63.4608	82.0165
781.999	65.0006	79.2885
784.705	63.9067	78.009
785.881	63.5133	77.0728
789.402	63.973	75.6324
793.712	65.3203	73.1439
793.904	65.4321	71.2528
795.729	66.039	70.5126
797.376	65.0185	69.6534
801.055	67.368	70.7879
802.66	65.5865	69.5727
804.441	66.8206	69.9066
835.275	62.9835	71.3429
837.582	62.5387	72.4135
840.659	63.7525	71.7454
843.048	64.9174	70.0388
844.897	65.9968	69.9731
846.378	64.2828	69.4159
848.715	63.9283	69.1999
851.389	66.5172	70.0078
854.677	68.741	72.9307
857.65	68.1508	74.0539
859.503	65.6926	72.121
860.296	66.3503	71.1467
862.643	66.8391	70.9072
864.962	67.5319	71.4023
868.915	67.7641	71.8675
871.102	68.3476	72.701
872.172	67.6315	72.3064
904.774	69.4008	73.8918
906.956	69.2778	74.6534
909.625	68.8631	74.5187
912.488	69.346	74.7969
915.087	71.8629	77.6406
916.026	71.0749	78.4397
919.169	72.7877	80.6609
920.933	72.1225	81.1242
923.113	71.6256	80.5879
925.757	71.0769	79.3385
927.761	70.0534	77.109
931.293	71.6841	77.26
933.399	73.036	78.7057
936.315	73.5744	80.083
937.844	72.7857	79.8962
939.572	70.5845	78.2025
941.742	70.5413	76.8907
944.24	72.0136	76.5489
978.968	74.1083	78.5395
979.505	74.5695	80.2262
986.572	76.5904	83.4298
990.208	77.629	86.4869
991.682	76.4951	86.9407
994.423	78.342	88.9898
995.322	76.0554	87.4294
1003.09	65.1699	92.2284
1004.16	64.4793	95.1365
1006.24	64.4269	96.1327
1009.67	65.3686	94.9717
1043.13	64.0569	94.4324
1043.4	63.8835	93.281
1048.28	64.4828	91.0823
1048.9	62.2251	90.7837
1050.75	63.9825	88.1575
1052.97	62.6675	86.8293
1058.69	66.9472	82.1706
1058.85	64.354	80.2829
1059.65	64.2734	78.6169
1068.84	65.6267	75.8912
1070.19	65.9754	73.4767
1070.83	64.4889	72.9584
1073.31	63.549	73.1759
1108.15	64.9018	71.8341
1109.16	65.7009	70.5055
1109.8	66.2673	70.1206
1113.11	64.7569	69.7199
1114.93	65.9826	69.2182
1117	66.1642	68.9921
1120.44	67.3672	70.1087
1124.33	65.5611	69.2905
1124.57	65.6825	68.5307
1126.95	67.2451	69.4798
1133.96	65.0117	69.4461
1134.44	64.1683	70.0234
1136.06	65.6692	68.9573
1138.17	67.2895	69.9777
1140.72	67.3125	70.5893
1171.26	63.0037	72.1027
1173.18	63.9608	71.9741
1174.72	64.8682	70.8453
1177.76	64.5491	70.1969
1180.37	65.3738	69.0827
1181.22	64.1154	69.1535
1183.12	62.6047	70.3643
1187.44	63.0061	70.5652
1190.56	65.9262	70.5719
1190.97	66.2479	70.793
1191.76	64.7217	69.5273
1197.35	63.2873	69.8016
1197.96	63.4599	69.627
1201.66	65.507	69.4281
1202.88	64.6123	68.2958
1203.46	62.6542	69.1509
1236.81	65.444	69.1234
1237.01	63.7402	68.6827
1238.01	63.2402	68.6765
1240.24	62.3846	69.2513
1244.75	64.2865	68.2126
1245.12	63.8482	67.3867
1249.76	68.4211	71.4661
1249.94	66.7636	72.1833
1252.34	64.7983	70.4186
1255.69	65.0248	69.2128
1256.63	65.6105	68.9496
1258.81	66.9849	70.2187
1261.12	63.711	70.2945
1264.47	66.4663	70.5895
1265.54	63.791	70.4911
1269.49	66.5554	70.8364
1270.67	67.1607	71.6101
1300.98	64.0752	71.2933
1301.68	64.6281	70.3761
1303.12	65.0597	69.2169
