time	rtt	rto
66.7327	66.6724	200.017
128.857	62.0325	170.741
133.314	65.7609	144.869
191.196	62.2853	128.459
194.773	65.6928	120
202.179	68.7586	120
204.104	70.4368	120
254.434	63.1828	120
257.263	65.8622	120
264.255	69.4295	120
265.842	70.8704	120
277.701	75.468	120
280.474	78.0943	120
282.345	78.1667	120
286.691	82.3214	120
327.148	72.6367	120
329.259	74.525	120
331.993	74.6779	120
336.108	78.6397	120
351.451	87.1077	120
353.049	88.5802	120
354.513	88.6229	120
357.568	91.5299	121.805
368.954	91.1672	123.986
372.647	94.6309	128.288
381.422	100.845	137.05
386.496	104.528	145.812
389.405	107.059	153.12
389.61	107.217	156.654
391.992	105.212	155.172
394.03	107.001	154.651
398.537	71.3128	161.004
402.575	75.2492	158.925
405.65	76.3329	153.998
411.86	82.4763	142.962
415.639	83.5484	132.892
419.352	87.1775	121.565
425.819	89.5916	120
426.98	90.6328	120
447.604	96.0499	120
452.425	100.793	121.935
456.939	103.824	129.128
459.666	106.461	136.024
462.293	107.688	141.006
465.011	110.325	146.201
470.491	112.83	151.306
476.557	118.811	160.184
486.157	117.108	162.801
487.928	118.802	164.996
494.584	121.818	168.386
497.392	124.502	172.175
513.293	131.781	181.36
513.529	131.948	186.027
523.23	136.444	192.458
523.507	136.51	195.001
527.205	137.725	196.209
529.147	139.601	197.285
531.981	142.34	199.269
535.337	145.653	202.52
539.09	147.04	204.436
539.307	147.188	204.067
540.957	146.833	201.648
543.1	148.896	200.669
547.366	148.73	198.221
548.858	150.139	196.654
555.536	152.895	197.271
560.141	157.427	201.389
560.228	154.578	199.511
563.886	158.234	200.989
574.889	162.945	205.922
578.057	166.039	211.297
583.286	167.579	215.142
586.24	170.458	219.419
587.558	168.149	218.098
592.886	173.404	221.581
601.317	175.399	224.606
603.683	177.692	227.634
606.025	178.991	229.521
611.451	184.35	235.209
649.922	202.218	257.454
650.276	202.492	270.635
658.089	205.613	280.667
660.462	207.925	287.505
933.46	244.291	330.417
935.396	246.232	358.071
942.319	249.585	376.497
948.869	256.042	391.886
951.609	255.445	397.068
956.877	260.64	401.888
1087.5	292.198	436.14
1090.89	293.71	455.821
1093.78	291.321	460.982
1099.4	292.442	460.328
1101.69	292.494	454.711
1103.88	291.733	445.1
1105.73	291.816	434.094
1107.68	290.809	421.291
1110.46	292.667	410.902
1114.54	294.27	402.193
1115.41	291.608	390.111
1117.31	292.02	379.567
1121.06	292.004	369.893
1121.56	291.942	361.041
1125.25	292.766	354
1126.69	294.126	348.996
1130.54	295.013	344.994
1131.06	294.042	339.715
1134.89	293.816	334.568
1135.86	293.981	330.103
1139.16	294.646	326.791
1141.74	295.557	324.639
1157.43	223.837	373.76
1159.97	224.514	400.718
1161.17	218.742	417.954
1164.15	215.152	426.18
1165.71	214.027	425.969
1169.74	212.765	420.311
1201.26	113.65	496.839
1205.92	114.923	533.971
1211.86	117.942	542.602
1211.99	117.944	534.994
1218.14	118.638	516.361
1218.4	116.634	493.458
1222.03	118.041	465.421
1225.82	119.995	434.456
1226.11	118.34	405.757
1227.81	117.248	378.896
1232.51	117.89	352.531
1233.09	117.611	328.141
1233.55	116.136	306.845
1239.44	118.276	285.039
1242.17	120.551	263.526
1244.5	119.14	246.175
1249.94	123.196	227.269
1250.09	119.446	214.891
1250.21	119.101	204.088
1260.56	125.583	188.671
1260.78	124.839	177.233
1261.4	125.283	167.7
1262.92	123.66	161.54
1263.51	120.998	158.642
1275.21	117.679	158.468
1277.76	117.664	157.093
1280.96	119.688	153.187
1285.96	121.702	147.815
1286.26	120.492	144.532
1287.92	118.084	143.733
1323	121.655	139.283
1324.7	118.484	138.586
1331.97	120.003	136.171
1334.16	122.157	133.034
1338.17	119.908	131.87
1340.43	121.981	129.771
1343.44	121.312	127.989
1345.68	119.72	128.005
1349.2	123.018	128.226
1350.29	122.35	127.457
1353.35	125.062	129.844
1355.96	123.312	129.292
1358.53	125.379	131.069
1361.09	127.474	134.413
1362.07	122.506	132.252
1364.37	122.09	130.893
1366.62	121.874	129.914
1369.3	119.357	131.224
1370.69	120.545	130.672
1373.12	122.863	129.307
1375.72	115.057	133.866
1378.28	117.159	134.431
1380.61	119.152	132.519
1384.82	121.843	130.906
1388.38	124.818	132.912
1401.1	125.814	135.095
1403.38	125.49	135.875
1405.73	124.637	135.102
1408.05	122.025	132.48
