segno	rtt	rto
1351	228.221	341.669
1352	229.564	341.669
1353	230.415	341.669
1354	232.506	341.669
1355	232.443	341.669
1356	230.502	341.669
1357	232.721	341.669
1358	233.195	341.669
1359	232.64	341.669
1360	232.237	341.669
1361	233.451	341.669
1362	236.695	341.669
1363	234.227	341.669
1364	235.869	341.669
1365	234.225	341.669
1366	234.955	341.669
1367	236.133	341.669
1368	234.888	341.669
1369	235.595	341.669
1370	232.24	341.669
1371	232.221	341.669
1372	235.788	341.669
1373	233.885	341.669
1374	235.126	341.669
1375	235.04	341.669
1376	232.681	341.669
1377	235.212	341.669
1378	235.68	341.669
1379	235.961	341.669
1380	236.616	341.669
1381	235.805	341.669
1382	234.636	341.669
1383	236.573	340.791
1384	238.546	340.791
1385	239.395	340.791
1386	238.042	340.791
1387	237.785	340.791
1388	240.003	340.791
1389	239.406	340.791
1390	238.521	340.791
1391	238.433	340.791
1392	237.849	340.791
1393	241.754	340.791
1394	239.247	340.791
1395	238.855	340.791
1396	238.697	340.791
1397	238.935	340.791
1398	237.761	340.791
1399	239.636	340.791
1400	239.169	340.791
1401	238.507	340.791
1402	238.415	340.791
1403	237.808	340.791
1404	238.695	340.791
1405	238.707	340.791
1406	236.835	340.791
1407	238.071	340.791
1408	237.117	340.791
1409	236.614	340.791
1410	237.857	340.791
1411	236.536	340.791
1412	237.78	340.791
1413	238.356	340.791
1414	237.709	340.791
1415	239.068	340.791
1416	240.38	340.791
1417	239.342	340.791
1418	239.396	340.791
1419	240.602	340.791
1420	239.75	340.791
1421	240.221	340.791
1422	240.428	340.791
1423	239.683	340.791
1424	240.582	340.791
1425	239.146	340.791
1426	239.422	340.791
1427	241.493	340.791
1428	239.61	340.791
1429	239.86	340.791
1430	239.246	340.791
1431	239.649	340.791
1432	240.219	340.791
1433	238.763	340.791
1434	240.005	340.791
1435	242.238	340.791
1436	243.675	345.586
1437	244.008	345.586
1438	242.219	345.586
1439	242.589	345.586
1440	241.855	345.586
1441	240.835	345.586
1442	241.13	345.586
1443	241.663	345.586
1444	242.469	345.586
1445	241.557	345.586
1446	240.003	345.586
1447	241.237	345.586
1448	241.547	345.586
1449	243.283	345.586
1450	240.574	345.586
1451	242.868	345.586
1452	239.877	345.586
1453	242.094	345.586
1454	242.445	345.586
1455	242.166	345.586
1456	241.894	345.586
1457	239.906	345.586
1458	242.259	345.586
1459	243.18	345.586
1460	242.606	345.586
1461	242.491	345.586
1462	243.029	345.586
1463	243.404	345.586
1464	244.645	345.586
1465	243.9	345.586
1466	242.788	345.586
1467	242.1	345.586
1468	242.665	345.586
1469	247.411	345.586
1470	246.936	345.586
1471	246.081	345.586
1472	246.953	345.586
1473	245.715	345.586
1474	244.149	345.586
1475	247.196	345.586
1476	245.674	345.586
1477	246.142	345.586
1478	245.255	345.586
1479	244.346	345.586
1480	245.962	345.586
1481	245.368	345.586
1482	246.208	345.586
