segno	rtt	rto
0	73.0783	100
1	65.066	219.235
2	66.4281	219.235
3	66.1429	189.707
4	66.6351	189.707
5	69.732	189.707
6	72.6922	189.707
7	64.3155	165.491
8	64.4733	165.491
9	64.8701	165.491
10	69.4633	165.491
11	75.2338	165.491
12	77.1396	165.491
13	76.1023	143.479
14	79.3049	143.479
15	62.3873	131.776
16	63.405	131.776
17	65.0004	131.776
18	66.7286	131.776
19	70.4051	131.776
20	75.5402	131.776
21	72.6052	131.776
22	75.7886	131.776
23	82.1003	121.69
24	84.7275	121.69
25	84.2749	121.69
26	86.0313	121.69
27	88.4345	121.69
28	91.6067	121.69
29	89.0909	118.199
30	90.2896	118.199
31	72.2623	115.285
32	75.2832	115.285
33	76.8863	115.285
34	78.2297	115.285
35	79.5825	115.285
36	80.3527	115.285
37	82.0852	115.285
38	86.4134	115.285
39	86.3923	104.704
40	88.379	104.704
41	92.1439	104.704
42	93.8593	104.704
43	93.4443	98.1694
44	95.6931	98.1694
45	96.4665	98.1694
46	101.536	98.1694
47	108.423	103.764
48	115.7	103.764
49	114.005	103.764
50	115.199	103.764
51	116.989	103.764
52	118.034	103.764
53	119.272	103.764
54	122.212	103.764
55	119.755	113.885
56	122.352	113.885
57	120.247	113.885
58	122.645	113.885
59	126.577	113.885
60	126.72	113.885
61	128.327	113.885
93	204.981	201.302
94	206.183	201.302
95	212.841	201.302
96	212.087	201.302
97	212.531	201.302
98	213.536	201.302
99	213.708	201.302
100	231.038	201.302
118	162.685	297.124
119	114.79	426.837
120	117.08	426.837
121	115.744	426.837
122	116.861	426.837
123	117.762	426.837
124	118.059	426.837
125	118.073	426.837
126	119.036	426.837
127	119.689	426.837
128	115.994	426.837
129	115.675	426.837
130	116.864	426.837
131	116.19	426.837
132	93.7606	383.766
133	66.4401	344.567
134	64.2964	344.567
135	65.2585	310.827
136	65.1158	310.827
137	64.7763	310.827
138	68.3282	310.827
139	67.7964	310.827
140	66.6059	310.827
141	68.1373	279.708
142	66.7484	279.708
143	66.6443	279.708
144	68.3565	279.708
145	69.7472	279.708
146	67.5073	256.756
147	69.1183	256.926
148	68.9114	256.926
149	69.6114	256.926
150	69.7616	276.879
151	69.533	276.879
152	69.855	276.879
153	69.0089	276.879
154	70.4245	276.879
155	71.9318	281.139
156	73.506	281.139
157	71.2369	281.139
158	70.7364	281.139
159	71.5756	278.276
160	72.9618	278.276
161	70.2477	278.276
162	73.159	278.276
163	74.4782	267.619
164	74.6863	267.619
165	74.982	267.619
166	75.8384	253.859
167	73.6922	253.859
168	74.6891	253.859
169	73.7986	239.734
170	77.1058	239.734
171	78.5277	239.734
172	76.8779	239.734
173	75.8731	239.734
174	77.644	239.734
175	78.3022	223.619
176	77.1693	223.619
177	75.7944	223.619
178	75.8104	223.619
179	77.0238	206.145
180	79.3277	189.368
181	80.3127	189.368
182	79.5613	189.368
183	77.4745	173.578
184	79.5398	173.578
185	80.4694	173.578
186	79.3667	173.578
187	77.1725	159.052
188	77.48	159.052
189	80.3048	159.052
190	81.7273	159.052
191	80.6302	159.052
192	81.4319	159.052
193	79.6663	145.912
194	81.3445	145.912
195	82.0478	145.912
196	81.6158	145.912
197	80.008	136.294
198	84.4492	126.115
199	81.5354	126.115
200	83.7346	126.115
201	86.4244	119.594
202	82.8761	119.594
203	82.2599	111.378
204	83.9577	111.378
205	83.3573	111.378
206	84.3605	111.378
207	83.235	105.164
208	86.1789	105.164
209	85.4182	105.164
210	87.0912	105.164
211	86.003	105.164
212	86.1094	100.868
213	85.6406	100.868
214	87.4892	100.868
215	86.9976	100.868
216	86.375	97.0875
217	87.5535	96.8379
218	88.8736	96.8379
219	87.699	96.8379
220	85.9642	98.509
221	89.6522	98.509
222	88.4984	98.509
223	88.9426	98.509
224	88.2139	95.7775
225	87.6859	95.7775
226	89.0949	95.7775
227	87.4361	95.7775
228	90.1213	95.7775
229	90.2729	95.9154
230	90.4219	95.9154
231	91.5835	95.9154
232	90.9746	96.4554
233	90.8368	96.4554
234	88.9913	96.4554
235	91.3447	96.4554
236	89.816	96.7853
237	93.0937	98.0022
238	92.933	98.0022
239	93.2389	98.0022
240	93.2589	96.6864
241	93.6113	96.6864
242	93.6124	96.6864
243	92.2103	98.8386
244	93.2141	98.8386
245	94.7208	98.8386
246	92.1663	98.8386
247	93.2018	98.8386
248	93.0344	101.268
249	95.6548	101.268
250	97.0207	101.268
251	94.9485	101.268
252	95.7974	101.268
253	95.1067	103.473
254	98.1649	103.473
255	97.1601	103.473
256	94.8338	103.473
257	96.1663	103.227
258	96.0452	106.333
259	98.2067	106.333
260	98.0417	106.333
261	97.6709	108.144
262	96.4024	108.144
263	96.998	108.144
264	97.9931	107.688
265	99.1639	107.688
266	97.0079	107.688
267	98.1804	107.688
268	98.1533	108.02
269	97.4661	108.02
270	98.0914	108.02
271	99.2406	108.02
272	99.1476	108.02
273	99.9492	109.74
274	99.1834	109.74
275	100.449	109.74
276	97.1013	114.025
277	97.7864	114.025
278	100.084	114.025
279	99.9403	114.025
280	102.582	113.957
281	102.519	113.957
282	101.945	113.957
283	102.455	115.181
284	101.787	115.181
285	104.26	115.181
286	102.958	115.8
287	101.066	115.8
288	102.73	115.8
289	102.475	115.8
290	103.474	115.8
291	102.534	115.057
292	101.803	115.057
293	103.266	115.057
294	104.906	115.057
295	105.054	115.057
296	105.813	116.812
297	103.867	116.812
298	104.686	116.812
299	105.966	116.812
300	104.676	115.005
301	103.968	115.005
302	105.228	115.005
303	107.653	118.675
304	106.703	118.675
305	108.857	118.675
306	108.967	120.438
307	105.497	120.438
308	105.46	120.438
309	106.22	121.598
310	108.606	121.598
311	107.295	121.598
312	106.997	121.598
313	107.07	122.359
314	108.307	122.359
315	109.423	122.359
316	106.968	122.359
317	107.163	122.359
318	110.394	122.359
319	108.819	124.045
320	109.577	124.045
321	111.014	124.045
322	110.254	124.045
323	109.236	125.583
324	109.906	125.583
325	112.639	125.583
326	109.795	125.583
327	111.525	127.878
328	112.185	127.878
329	110.235	127.878
330	111.32	130.23
331	111.168	130.23
332	112.682	130.23
333	113.383	130.23
334	111.729	130.704
335	112.008	130.704
336	111.801	130.704
337	110.755	130.704
338	112.334	130.704
339	111.015	131.243
340	112.042	131.243
341	113.191	131.243
342	110.605	131.243
343	114.979	131.243
344	115.086	131.243
345	115.579	131.243
346	114.233	132.705
347	117.501	132.705
348	115.494	132.705
349	115.129	132.705
350	112.014	134.814
351	113.265	134.814
352	116.309	134.252
353	114.228	134.252
354	117.341	134.252
355	112.815	132.943
356	115.556	132.943
357	115.698	132.943
358	114.871	132.943
359	116.13	131.868
360	115.944	131.868
361	117.151	131.868
362	116.439	131.868
363	114.929	131.868
364	116.738	129.73
365	115.809	129.73
366	115.203	129.73
367	116.607	129.73
368	115.034	129.73
369	116.75	129.73
370	117.906	132.322
371	117.367	132.322
372	117.01	132.322
373	115.551	136.201
374	117.145	136.201
375	117.72	136.201
376	118.873	136.201
377	118.742	136.201
378	116.266	136.822
379	120.692	136.822
380	120.876	136.822
381	121.012	132.657
382	120.582	132.657
383	121.216	132.657
384	121.221	131.617
385	121.096	131.617
386	120.979	131.617
387	121.667	131.617
388	121.029	131.617
389	124.843	130.476
390	120.806	130.476
391	121.516	130.476
392	121.603	130.476
393	121.233	130.476
394	121.485	129.36
395	123.22	129.36
396	123.986	129.36
397	123.729	129.36
398	122.495	129.36
399	123.657	129.36
400	123.015	128.761
401	124.043	128.761
402	123.523	128.761
403	122.265	128.761
404	124.974	128.761
405	123.133	128.759
406	126.61	128.759
407	125.772	133.554
408	125.837	133.554
409	128.376	135.974
410	127.914	135.974
411	126.624	135.974
412	125.672	137.66
413	125.974	137.66
414	124.464	137.66
415	126.585	137.66
416	122.985	142.463
417	125.263	142.463
418	126.182	142.463
419	125.287	142.463
420	126.507	142.463
421	125.522	142.463
422	125.287	143.239
423	125.782	143.239
424	127.498	143.239
425	127.879	143.239
426	128.449	143.239
427	129.667	143.239
428	127.87	142.892
429	127.899	142.892
430	128	142.892
431	128.853	142.892
432	128.312	142.892
433	128.085	142.176
434	129.536	142.176
435	130.633	144.08
436	131.257	144.08
437	130.586	147.687
438	128.996	147.687
439	130.449	147.687
440	130.426	147.687
441	130.438	147.687
442	131.386	145.05
443	129.631	145.05
444	130	145.05
445	130.05	145.05
446	131.204	145.05
447	131.077	145.05
448	130.015	144.974
449	130.107	144.974
450	129.337	144.974
451	130.511	144.974
452	130.782	144.974
453	133.245	144.974
454	132.594	144.974
455	133.052	146.532
