segno	rttvar	srtt	rto
509	5.26133	137.93	158.975
515	4.79526	138.354	157.535
520	5.34193	139.227	160.595
525	6.08597	140.267	164.611
527	5.91245	140.941	164.59
533	6.27788	141.862	166.974
540	6.00151	142.509	166.515
546	5.5054	143.011	165.033
552	5.61243	143.753	166.203
557	5.95704	144.627	168.455
559	6.22786	145.507	170.418
565	6.14816	146.245	170.838
572	5.65973	146.77	169.409
578	5.1513	147.223	167.828
584	5.73716	148.16	171.108
589	5.82357	148.92	172.214
590	6.4066	149.94	175.566
592	6.5552	150.815	177.035
599	6.67815	151.696	178.408
606	6.29661	152.34	177.526
613	5.92425	152.94	176.637
619	5.60266	153.52	175.931
624	5.75389	154.296	177.312
626	5.97656	155.127	179.033
633	6.17336	155.972	180.666
640	5.97282	156.644	180.535
647	5.44695	157.127	178.915
653	5.46884	157.819	179.694
658	5.22251	158.379	179.27
659	5.71643	159.279	182.145
661	5.72057	159.996	182.878
669	5.50304	160.602	182.614
676	5.17896	161.128	181.844
684	4.74164	161.557	180.523
690	5.06543	162.311	182.573
695	5.09367	162.959	183.333
697	5.3761	163.737	185.241
704	5.63594	164.538	187.082
711	5.42646	165.138	186.844
719	5.64498	165.926	188.506
726	5.79848	166.708	189.902
732	6.5669	167.817	194.085
735	6.83591	168.773	196.116
743	6.85436	169.636	197.054
750	6.26848	170.2	195.274
758	5.74205	170.72	193.689
765	5.86108	171.498	194.942
770	5.61018	172.105	194.546
772	5.98193	172.992	196.92
779	6.10905	173.803	198.24
787	5.68105	174.353	197.077
795	5.63928	175.042	197.599
803	5.91264	175.884	199.534
808	5.73835	176.536	199.489
809	5.83319	177.301	200.633
810	6.12277	178.174	202.666
818	5.9578	178.857	202.688
826	5.66596	179.456	202.12
834	5.36777	180.015	201.486
842	5.30565	180.655	201.878
847	5.3196	181.325	202.604
849	5.65749	182.159	204.789
850	5.98592	183.031	206.974
858	6.25351	183.913	208.927
866	5.93582	184.536	208.279
875	5.21767	184.918	205.789
883	5.45996	185.692	207.532
888	5.67115	186.48	209.164
890	7.44186	188.074	217.842
893	7.36924	188.968	218.445
901	6.1205	189.265	213.747
908	5.66304	189.801	212.453
917	5.25634	190.306	211.331
925	5.09938	190.884	211.282
930	5.49495	191.719	213.699
932	4.40583	191.862	209.485
934	4.79493	192.607	211.787
942	4.8447	193.231	212.61
949	4.87791	193.853	213.365
958	4.88996	194.469	214.029
966	5.14988	195.21	215.81
973	4.8496	195.704	215.102
975	5.30961	196.54	217.779
977	5.36754	197.233	218.703
985	5.87584	198.158	221.661
994	5.39224	198.651	220.22
1003	5.08901	199.173	219.529
1011	5.2054	199.867	220.689
1017	5.22031	200.526	221.407
1019	5.15997	201.148	221.788
1021	5.97932	202.203	226.12
1030	5.8736	202.897	226.392
1038	5.68908	203.539	226.295
1047	5.34047	204.076	225.438
1056	5.51379	204.83	226.885
1063	5.81635	205.671	228.936
1064	5.69125	206.335	229.1
1065	6.13781	207.27	231.821
1074	6.07381	208.005	232.3
1083	6.16665	208.811	233.477
1094	5.62395	209.31	231.806
1103	5.38054	209.891	231.414
1110	4.954	210.351	230.167
1111	4.9703	210.978	230.859
1119	5.56012	211.894	234.135
1128	5.66807	212.643	235.316
1138	5.51789	213.277	235.348
1147	5.06267	213.739	233.99
1155	5.03816	214.359	234.512
1157	5.05141	214.996	235.202
1158	5.62757	215.915	238.426
1167	5.91638	216.763	240.429
1176	5.90975	217.499	241.138
1186	5.43762	218.002	239.753
1195	4.86202	218.394	237.842
1202	5.41701	219.279	240.947
1205	5.20428	219.85	240.667
1206	5.75778	220.777	243.808
1215	5.79065	221.513	244.676
1225	5.63826	222.161	244.714
1235	5.61572	222.855	245.318
1244	5.04922	223.273	243.47
1252	5.28134	224.021	245.146
1254	4.75505	224.418	243.438
1255	3.84254	224.556	239.926
1263	4.06867	225.149	241.424
1272	4.2258	225.736	242.639
1282	3.96151	226.132	241.978
1291	3.91924	226.606	242.283
1297	6.81883	228.546	255.821
1304	6.74417	229.361	256.338
1305	7.19699	230.431	259.218
1312	7.65246	231.558	262.168
1321	9.16043	233.268	269.91
1334	8.04344	233.855	266.029
1344	6.17513	233.926	258.627
1352	4.91932	234.07	253.748
1355	4.69871	234.575	253.37
1356	5.2759	235.451	256.554
1364	5.53574	236.24	258.383
1374	4.84626	236.587	255.972
1381	17.333	229.738	299.07
1382	25.0382	223.719	323.872
1389	28.2335	218.992	331.926
1398	29.209	214.975	331.811
1404	28.5788	211.639	325.954
1408	27.728	208.492	319.404
1409	25.9594	205.91	309.748
1415	23.2781	204.006	297.118
1425	20.677	202.397	285.104
1432	18.1728	201.064	273.755
1436	16.2348	199.761	264.701
1437	13.511	199.094	253.138
1443	10.4974	198.912	240.902
1451	9.26637	198.215	235.281
1458	7.57328	197.903	228.197
1463	5.86103	197.813	221.257
1465	4.53879	197.741	215.897
1466	3.46663	197.773	211.639
1473	3.13321	198.039	210.572
1481	2.96389	198.346	210.202
1489	2.43796	198.239	207.991
1494	2.28171	198.465	207.592
1495	2.18186	198.701	207.428
1496	2.57452	199.17	209.468
1504	3.43093	199.92	213.643
1512	3.84836	200.557	215.951
1520	4.018	201.123	217.195
1525	4.13481	201.684	218.223
1526	3.99682	202.132	218.119
1527	4.61458	202.94	221.399
1534	5.64039	204.03	226.591
1541	5.6556	204.743	227.365
1549	5.02418	205.134	225.231
1554	4.98882	205.744	225.699
1558	4.63966	206.193	224.752
1559	4.89337	206.9	226.473
1567	5.38762	207.759	229.309
1571	11.5359	204.011	250.155
1575	16.0939	200.29	264.666
1576	17.4917	197.58	267.546
1584	17.0144	195.632	263.689
1589	16.9005	193.562	261.164
1593	15.6154	192.092	254.553
1594	13.5061	191.195	245.219
1602	11.3046	190.607	235.825
1606	9.31284	190.19	227.441
1611	7.85866	189.753	221.188
1612	6.67438	189.363	216.06
1613	5.02234	189.354	209.444
1620	4.34452	189.643	207.021
1626	3.28343	189.656	202.79
1630	3.79923	190.324	205.521
1632	3.21993	190.509	203.389
1633	2.89611	190.75	202.334
1641	3.09035	191.209	203.571
1646	4.04789	192.074	208.266
1651	3.26624	192.189	205.254
1653	6.8467	189.991	217.378
1658	21.3191	181.899	267.175
1665	30.0122	174.887	294.936
1670	34.8801	168.702	308.222
1673	36.4401	163.562	309.322
1675	36.0164	159.219	303.284
1680	34.9371	155.256	295.005
1686	32.1367	152.289	280.836
1690	28.7231	149.979	264.872
1694	25.6661	147.917	250.582
1698	23.1231	145.98	238.473
1702	20.6794	144.312	227.029
1707	17.7358	143.199	214.142
1713	14.5923	142.554	200.923
1717	12.4449	141.803	191.583
1719	10.2716	141.334	182.421
1722	8.69109	140.841	175.605
1725	7.07895	140.56	168.876
1730	5.99968	140.215	164.214
1736	4.51723	140.206	158.275
1740	3.74099	140.03	154.994
1743	2.82528	140.02	151.321
1745	3.18185	140.551	153.279
1747	2.92752	140.822	152.532
1751	2.29079	140.774	149.938
1756	2.25725	141.044	150.073
1762	2.30629	141.351	150.576
1766	2.81455	141.893	153.151
1769	2.81783	142.247	153.518
1770	3.4046	142.892	156.511
1773	3.40567	143.318	156.941
1777	3.52267	143.802	157.893
1782	3.40631	144.185	157.81
1789	3.81163	144.813	160.06
1793	3.96175	145.365	161.212
1796	4.11385	145.936	162.391
1797	4.14005	146.463	163.023
1800	4.18718	147.004	163.753
1803	4.59209	147.73	166.098
1809	4.40616	148.211	165.836
1816	4.77519	148.946	168.047
1820	4.74389	149.528	168.503
1824	4.89371	150.196	169.77
1825	5.13959	150.93	171.489
1828	5.662	151.834	174.482
1833	5.13659	152.279	172.825
1839	4.82833	152.767	172.08
1846	5.47	153.691	175.571
1851	5.47884	154.379	176.295
1854	5.44774	155.049	176.84
1857	5.22333	155.617	176.511
1861	5.05156	156.185	176.391
1867	5.17735	156.879	177.588
1875	5.63693	157.756	180.304
1880	5.64856	158.466	181.06
1883	5.71051	159.203	182.045
1884	5.85347	159.989	183.402
1887	5.95099	160.769	184.573
1889	7.02303	162.049	190.141
1898	6.12929	162.48	186.997
1906	5.52141	162.942	185.028
1910	5.60535	163.674	186.096
1914	4.92276	164.034	183.725
1915	4.97487	164.675	184.575
1918	4.21195	164.435	181.282
1921	3.38634	164.321	177.866
1926	3.72377	164.913	179.808
1934	4.02831	165.531	181.644
1940	5.45598	166.748	188.572
1946	5.65478	167.53	190.149
1947	6.95881	168.888	196.724
1950	6.53205	169.545	195.673
1952	6.74847	170.47	197.463
1958	5.9784	170.928	194.842
1965	5.91033	171.641	195.283
1973	4.98348	171.917	191.851
1977	4.71731	172.407	191.276
1980	5.46592	173.371	195.234
1983	5.64944	174.146	196.743
1986	5.76307	174.909	197.961
1992	5.45313	175.474	197.286
2000	4.52063	175.689	193.772
2007	5.47347	176.731	198.625
2013	5.19324	177.275	198.048
2014	5.54131	178.098	200.263
2017	5.75703	178.899	201.927
2020	5.70398	179.592	202.408
2026	5.59808	180.252	202.644
2034	5.41148	180.858	202.504
2042	5.13735	181.398	201.947
2047	5.74395	182.343	205.319
2049	6.06576	183.222	207.485
2052	5.79705	183.846	207.034
2054	6.08916	184.717	209.073
2061	5.62594	185.246	207.75
2069	5.21098	185.742	206.586
2078	5.1156	186.345	206.808
2083	4.80296	186.829	206.04
2085	5.15541	187.605	208.227
2088	5.4399	188.392	210.151
2091	6.11913	189.411	213.888
2099	5.62849	189.931	212.445
2108	5.04642	190.344	210.529
2115	5.23979	191.071	212.03
2120	5.20747	191.71	212.54
2122	5.40583	192.46	214.083
2125	5.61206	193.239	215.687
2129	5.50287	193.886	215.897
2136	5.6768	194.661	217.368
2146	4.79289	194.928	214.1
2153	4.92244	195.592	215.282
2158	5.11584	196.304	216.767
2160	5.50421	197.138	219.155
2163	5.63345	197.89	220.424
2167	5.5471	198.551	220.74
2175	4.85545	198.899	218.321
2184	4.52033	199.338	217.42
2192	4.96076	200.124	219.967
2197	4.94865	200.738	220.532
2199	5.53265	201.648	223.779
2202	5.38603	202.267	223.811
2205	5.87778	203.186	226.697
2213	6.13055	204.047	228.569
2223	5.80691	204.651	227.879
2232	5.88444	205.416	228.954
2238	4.67956	205.549	224.267
2239	5.14387	206.366	226.942
2242	5.52115	207.198	229.282
2245	5.70463	207.98	230.798
2253	4.9726	208.327	228.217
2263	4.68776	208.806	227.557
2271	5.74585	209.921	232.904
2277	5.79461	210.663	233.842
2280	6.82448	211.903	239.201
2283	7.02443	212.856	240.953
2287	6.3431	213.393	238.766
2297	7.0745	214.552	242.85
2310	6.49111	215.144	241.109
2317	6.13799	215.779	240.331
2322	4.72445	215.84	234.737
2325	3.82454	215.98	231.278
2329	3.95587	216.524	232.347
2339	3.42412	216.295	229.992
2349	4.22803	217.125	234.037
2358	5.19087	218.135	238.899
2364	5.38557	218.881	240.424
2365	5.52573	219.625	241.728
2368	5.45296	220.279	242.091
2372	6.01058	221.24	245.282
2383	5.75859	221.865	244.899
2392	5.49841	222.455	244.448
2400	6.37197	223.579	249.067
2407	5.94614	224.162	247.947
2409	6.19054	225.028	249.79
2412	6.484	225.948	251.884
2417	6.00531	226.519	250.541
2427	5.62491	227.08	249.58
2436	5.37145	227.656	249.142
2445	5.35423	228.319	249.736
2451	5.89782	229.26	252.851
2454	5.2584	229.678	250.711
2457	5.47184	230.442	252.329
2462	4.19167	230.486	247.252
2467	7.7244	232.776	263.674
2482	6.90557	233.332	260.954
2491	6.28558	233.885	259.028
2497	6.80331	234.93	262.143
2500	5.24827	234.857	255.85
2503	5.0616	235.42	255.666
2507	5.71585	236.379	259.243
2515	5.36592	235.84	257.304
2526	4.79474	236.225	255.404
2536	5.2263	237.04	257.945
2543	5.34033	237.751	259.112
2547	5.10876	238.302	258.737
2549	5.69801	239.235	262.028
2550	5.16304	239.68	260.332
2554	5.00552	240.247	260.269
2563	5.58277	241.161	263.492
2574	5.07187	241.604	261.891
2585	5.46987	242.437	264.316
2592	5.30189	243.036	264.244
2595	4.92779	243.512	263.223
2597	5.11994	244.224	264.704
2598	5.29797	244.953	266.145
2602	5.05669	245.495	265.721
2611	4.32893	245.763	263.079
2622	3.84966	246.064	261.463
2633	4.04137	246.641	262.807
2640	4.58501	247.418	265.758
2644	5.11025	248.254	268.695
2646	6.05504	249.365	273.585
2647	5.92302	250.056	273.748
2651	5.55534	250.613	272.834
2660	5.16564	251.112	271.775
2672	4.61898	251.485	269.961
2683	4.83467	252.17	271.509
2690	4.68391	252.699	271.434
2694	4.22779	253.056	269.967
2696	3.63415	253.288	267.825
2697	3.48744	253.669	267.619
2701	3.45514	254.089	267.909
2708	4.17465	254.88	271.579
2719	7.43122	257.03	286.755
2735	7.04059	257.764	285.926
2742	5.8084	258.028	281.262
2745	5.30059	258.5	279.702
2746	6.12274	259.574	284.065
2748	5.68567	260.121	282.863
2752	6.41772	261.197	286.868
2763	5.08624	261.334	281.679
2775	5.05115	260.716	280.92
2787	4.86775	261.255	280.726
2794	4.89781	261.879	281.47
2797	4.66156	262.373	281.019
2799	4.77148	263.01	282.096
2807	27.3845	251.108	360.646
2818	43.8142	239.47	414.726
2824	57.5812	227.109	457.434
2825	64.8669	216.269	475.736
2828	67.1147	207.037	475.495
2838	66.5311	198.939	465.064
2846	64.0967	191.84	448.227
2852	59.8612	185.946	425.39
2853	55.3428	180.722	402.093
2857	49.9749	176.488	376.388
2865	44.9019	172.778	352.386
2873	39.9096	169.661	329.3
2880	35.4963	166.879	308.864
2881	31.7161	164.332	291.197
2882	27.4099	162.521	272.16
2887	23.9444	160.827	256.605
2893	20.2549	159.679	240.699
2901	17.1522	158.699	227.307
2909	14.6978	157.782	216.573
2911	11.741	157.423	204.387
2912	9.56249	157.045	195.294
2917	7.22493	157.071	185.971
2920	5.59516	157.159	179.54
2928	4.48999	157.012	174.972
2935	3.7357	156.828	171.771
2942	3.70111	157.278	172.082
2943	3.09068	157.435	169.798
2949	3.42447	157.989	171.687
2952	3.59047	158.5	172.862
2957	6.79758	160.552	187.742
2965	8.51166	162.259	196.306
2974	6.7814	162.06	189.186
2975	5.40867	162.221	183.856
2980	5.13242	162.759	183.289
2983	4.5492	163.109	181.306
2990	6.48839	161.571	187.525
2997	7.09976	160.454	188.853
3005	5.56765	160.576	182.846
3007	4.6697	160.329	179.007
3008	5.3949	161.275	182.855
3013	5.91446	162.209	185.867
3017	6.67286	163.328	190.019
3024	6.63774	164.144	190.695
3031	6.15301	164.732	189.344
3039	5.85553	165.352	188.774
3041	5.44228	165.877	187.646
3042	6.09884	166.886	191.281
3048	6.19361	167.696	192.47
3052	7.61077	169.178	199.621
3059	8.52917	170.589	204.706
3068	8.07051	171.426	203.708
3076	6.91796	171.858	199.53
3077	5.97665	172.252	196.159
3083	5.71877	172.87	195.746
3088	4.32392	172.888	190.184
3095	4.16767	173.35	190.021
3103	4.55452	174.065	192.283
3112	4.21557	174.464	191.327
3113	4.95068	175.359	195.162
3119	4.90628	175.956	195.581
3125	5.39664	176.814	198.401
3131	6.30165	177.941	203.148
3140	5.84601	178.501	201.885
3148	5.88698	179.252	202.8
3149	5.79268	179.941	203.112
3150	6.07709	180.807	205.116
3156	6.39082	181.724	207.287
3163	5.88225	182.268	205.797
3168	6.28405	183.205	208.341
3177	6.32932	184.013	209.33
3185	6.03578	184.657	208.8
3187	5.0304	184.909	205.03
3188	4.84063	185.443	204.805
3193	5.2334	186.244	207.178
3201	5.62788	187.096	209.607
3206	5.42977	187.7	209.419
3214	5.59173	188.46	210.827
3224	5.32481	189.025	210.325
3226	5.29512	189.676	210.857
3227	5.71892	190.55	213.426
3233	5.6712	191.241	213.926
3240	6.18532	192.207	216.948
3244	6.78859	193.282	220.436
3254	5.62344	193.548	216.041
3263	5.41834	194.148	215.821
3266	4.70223	194.467	213.276
3267	4.67985	195.044	213.763
3273	5.28977	195.934	217.093
3281	5.97264	196.936	220.827
3286	6.11592	197.755	222.218
3296	5.44283	198.183	219.954
3305	5.49643	198.89	220.875
3307	4.65064	199.154	217.756
3308	5.11272	199.966	220.417
3314	4.96044	200.529	220.371
3322	5.01967	201.179	221.258
3327	5.68198	202.137	224.865
3337	6.13424	203.074	227.611
3347	5.89427	203.721	227.298
3349	4.80933	203.526	222.764
3350	5.2948	204.37	225.549
3356	5.57461	205.172	227.47
3364	5.86912	206.016	229.493
3370	5.98398	206.807	230.743
3379	6.17255	207.649	232.34
3389	6.16909	208.419	233.096
3392	5.21782	208.715	229.586
3393	5.35389	209.435	230.851
3399	5.21698	210.036	230.904
3407	4.80502	210.482	229.702
3413	5.87494	211.618	235.117
3423	5.78188	212.305	235.433
3433	5.26341	212.769	233.823
3436	5.30009	213.445	234.646
3437	6.07741	214.496	238.806
3444	5.93992	215.187	238.947
3451	5.771	215.845	238.929
3459	6.12268	216.743	241.233
3469	6.08921	217.491	241.848
3479	5.39628	217.906	239.491
3481	4.88756	218.326	237.876
3482	4.50155	218.744	236.75
3489	4.66041	219.386	238.028
3496	5.0179	220.147	240.219
3505	4.80561	220.668	239.891
3515	4.51811	221.125	239.198
3525	4.28841	221.575	238.729
3527	4.39479	222.165	239.744
3528	4.26704	222.65	239.718
3535	5.46545	223.783	245.644
3544	5.39417	224.43	246.007
3552	5.33131	225.073	246.398
3562	5.80177	225.975	249.182
3572	6.00918	226.804	250.84
3574	5.25084	227.176	248.179
3575	5.73485	228.074	251.013
3582	5.39434	228.62	250.198
3592	5.7207	229.458	252.341
3600	6.22926	230.427	255.344
3611	5.99792	231.09	255.082
3621	6.07937	231.881	256.198
3622	5.56046	232.381	254.623
3623	5.12117	232.857	253.341
3630	5.0288	233.451	253.566
3639	5.4568	234.293	256.12
3648	5.86515	235.179	258.64
3657	6.20088	236.08	260.884
3667	6.75669	237.134	264.16
3671	6.40517	237.802	263.423
3672	6.46906	238.635	264.511
3679	5.58831	239.003	261.356
3688	4.9374	239.376	259.126
3698	5.18565	240.118	260.86
3708	4.97544	240.661	260.562
3719	4.27524	240.933	258.033
3721	3.68305	241.171	255.903
3722	3.92315	241.751	257.444
3729	4.68355	242.622	261.356
3739	4.88342	243.307	262.841
3749	4.78572	243.869	263.012
3759	5.29239	244.72	265.89
3771	5.06766	245.27	265.54
3772	4.84274	245.791	265.161
3773	5.8833	246.916	270.449
3780	5.46161	247.441	269.287
3790	4.94828	247.867	267.66
3801	6.16128	249.092	273.737
3811	6.13195	249.847	274.375
3823	5.74763	250.422	273.412
3825	4.8749	250.704	270.203
3832	5.20491	251.478	272.298
3842	5.40779	252.23	273.861
3853	5.59252	252.998	275.369
3861	5.8769	253.84	277.347
3873	5.5345	254.403	276.541
3877	5.63537	255.145	277.687
3878	5.7572	255.911	278.94
3885	5.70205	256.603	279.411
3896	5.41355	257.171	278.825
3907	5.73497	258.009	280.949
3915	5.90114	258.809	282.413
3926	6.1977	259.695	284.485
3931	5.59025	260.166	282.527
3932	5.77943	260.959	284.077
3939	5.19862	261.391	282.185
3949	5.25091	262.067	283.071
3961	5.42542	262.811	284.512
3970	5.31277	263.432	284.683
3982	5.15186	264.016	284.623
3986	4.66406	264.416	283.072
3987	5.32966	265.332	286.651
3995	5.1188	265.893	286.368
4006	4.45077	266.199	284.002
4018	6.04094	267.55	291.714
4029	6.20849	268.389	293.223
4041	5.62234	268.872	291.361
4043	5.69904	269.613	292.409
4051	5.84694	270.399	293.787
4063	5.31354	270.863	292.118
4075	5.61038	271.676	294.118
4086	5.53364	272.339	294.474
4098	5.64532	273.087	295.668
4100	5.85769	273.898	297.329
4108	5.57274	274.488	296.779
4119	5.53245	275.165	297.294
4130	6.1826	276.181	300.912
4141	6.01426	276.87	300.927
4153	5.98523	277.607	301.548
4157	5.25582	277.991	299.014
4158	5.32297	278.681	299.973
4166	5.47361	279.422	301.316
4178	5.32225	280.03	301.319
4190	5.21853	280.644	301.518
4199	6.37472	281.874	307.373
4212	6.18266	282.575	307.306
4216	5.69005	283.102	305.862
4217	5.68427	283.81	306.547
4225	5.49161	284.424	306.391
4236	5.61929	285.174	307.652
4249	5.18487	285.66	306.399
4259	4.39949	285.915	303.513
4270	5.38029	286.955	308.477
4276	5.59837	287.737	310.13
4277	5.3341	288.305	309.641
4285	5.32841	288.969	310.282
4296	5.2804	289.611	310.732
4309	4.87694	290.069	309.577
4318	5.33441	290.907	312.245
4331	4.82427	291.319	310.616
4337	4.68294	291.851	310.583
4338	4.93099	292.561	312.285
4346	5.30013	293.362	314.562
4358	5.28955	294.019	315.177
4371	5.17636	294.624	315.329
4381	5.49981	295.432	317.431
4394	5.6849	296.212	318.952
4399	5.21898	296.69	317.566
4400	5.45804	297.462	319.294
4408	5.60031	298.215	320.616
4419	6.08202	299.156	323.484
4434	5.61991	299.685	322.165
4445	5.66042	300.408	323.05
4458	5.77401	301.172	324.268
4462	5.5726	301.793	324.084
4463	5.61417	302.511	324.968
4471	5.85478	303.333	326.752
4484	5.1823	303.729	324.458
4497	4.6221	304.096	322.585
4507	5.84845	305.287	328.681
4522	5.58766	305.888	328.238
4526	5.33664	306.461	327.807
4527	5.27037	307.095	328.176
4535	4.67727	307.457	326.166
4548	4.89037	308.148	327.71
4562	3.73756	308.183	323.133
4573	4.30346	308.933	326.147
4587	4.89738	309.768	329.358
4591	5.1113	310.487	330.932
4592	5.54016	311.341	333.501
4600	5.99298	312.259	336.231
4613	6.14776	313.086	337.677
4628	6.37868	313.97	339.485
4640	5.83712	314.496	337.845
4654	5.54258	315.079	337.249
4657	4.83173	315.416	334.743
4658	5.40083	316.305	337.908
4666	5.4092	316.984	338.621
4680	4.94404	317.428	337.204
4694	4.36135	317.754	335.2
4705	4.72422	318.481	337.378
4719	4.73125	319.075	338
4724	4.93407	319.768	339.504
4725	5.15765	320.496	341.127
4733	5.31897	321.222	342.498
4746	5.48482	321.969	343.909
4760	5.21931	322.522	343.4
4771	5.54777	323.339	345.53
4785	5.67529	324.096	346.797
4792	6.02686	324.981	349.089
4793	6.13265	325.788	350.318
4801	6.25919	326.617	351.654
4815	5.51845	327.03	349.103
4830	5.03478	327.477	347.617
4842	5.27099	328.225	349.309
4857	4.8036	328.65	347.864
4861	3.71803	328.708	343.58
4862	4.46701	329.547	347.415
4870	4.40497	330.074	347.694
4883	4.88763	330.866	350.417
4898	4.93468	331.501	351.24
4909	5.69363	332.497	355.272
4924	5.90115	333.313	356.917
4931	5.59683	333.898	356.285
4932	5.76981	334.684	357.763
4940	6.60151	335.821	362.227
4955	6.25575	336.474	361.497
4969	5.83377	337.045	360.38
4982	5.68196	337.698	360.426
4996	6.24303	338.689	363.661
5002	5.77799	339.236	362.348
5003	5.75048	339.945	362.947
5011	4.69424	340.136	358.913
5024	4.94084	340.846	360.609
5040	5.26455	341.625	362.683
5053	5.53491	342.418	364.558
5068	4.92829	342.807	362.52
5074	5.56895	343.743	366.019
5075	5.79605	344.553	367.737
5084	5.65855	345.209	367.843
5098	5.68526	345.929	368.67
5113	5.42727	346.511	368.22
5127	5.37745	347.165	368.674
5142	5.05555	347.676	367.898
5147	4.15249	347.856	364.466
5148	4.66826	348.633	367.306
5156	5.14448	349.455	370.033
5169	5.88047	350.466	373.988
5185	5.37116	350.946	372.431
5199	6.37612	352.12	377.625
5216	6.40572	352.932	378.555
5221	5.72058	353.39	376.272
5222	5.36163	353.926	375.372
5230	5.56488	354.698	376.957
5244	5.15696	355.189	375.817
5259	5.07526	355.793	376.094
5274	4.58171	356.181	374.507
5290	4.7129	356.819	375.671
5296	4.75349	357.428	376.442
5297	4.99725	358.144	378.133
5306	5.15271	358.847	379.458
